% Model,FULLCELL_NFM_charge_1C_mesh_fine.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:01"
% Dimension,3
% Nodes,46054
% Expressions,1
% Description,"因变量 cPos, 因变量 cNeg"
% Length unit,m
% X,Y,Z,solid.mises (Pa) @ t=1906.7
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
1.1017291547484977E-6,2.1761244667880395E-6,1.276765506417446E-6,NaN
1.892839394338732E-6,5.462841977947647E-7,4.302E-6,NaN
2.199109244651391E-6,5.107068461292449E-7,3.8059113611249017E-6,NaN
2.6999999999999996E-6,3.999999999999989E-7,4.302E-6,NaN
2.039481073223166E-6,0,4.518116684041905E-6,NaN
1.6051839749812883E-6,5.7593505020432915E-6,8.544919489619576E-7,NaN
1.4161668142365505E-6,5.3814725117385975E-6,1.4160796530909492E-6,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
1.5023772167546152E-6,5.169044863655133E-6,8.109429080299178E-7,NaN
8.854765419055615E-7,5.697248266441183E-6,1.6504462757447725E-6,NaN
1.4161668142365505E-6,5.3814725117385975E-6,1.4160796530909492E-6,NaN
7.891704659539955E-7,5.206436713473248E-6,1.136584696223507E-6,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
1.4161668142365505E-6,5.3814725117385975E-6,1.4160796530909492E-6,NaN
7.891704659539955E-7,5.206436713473248E-6,1.136584696223507E-6,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
1.5023772167546152E-6,5.169044863655133E-6,8.109429080299178E-7,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
7.386815445520229E-7,7.0788054200006925E-6,5.798401794266093E-7,NaN
9.045276325496448E-7,7.3576456844956E-6,1.071021964591496E-6,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
7.386815445520229E-7,7.0788054200006925E-6,5.798401794266093E-7,NaN
9.045276325496448E-7,7.3576456844956E-6,1.071021964591496E-6,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
8.779857650296196E-7,8.12412215547945E-6,0,NaN
1.8649225253695772E-6,7.070363844514577E-6,0,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
2.1960000000000002E-6,6.804E-6,3.95999999999999E-7,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
1.8649225253695772E-6,7.070363844514577E-6,0,NaN
1.0647003102726616E-6,7.06376967548296E-6,0,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
7.386815445520229E-7,7.0788054200006925E-6,5.798401794266093E-7,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
1.0647003102726616E-6,7.06376967548296E-6,0,NaN
3.999999999999989E-7,2.700000000000001E-6,4.302E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
0,2.139383093162223E-6,4.2698757791190826E-6,NaN
0,2.9165851914116977E-6,3.883467879104335E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
0,2.139383093162223E-6,4.2698757791190826E-6,NaN
5.459818798791982E-7,1.8936465178401896E-6,4.302E-6,NaN
3.999999999999989E-7,2.700000000000001E-6,4.302E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
